Airline,Source,Destination,Total_Stops,Price,Dep_Weekday,Dep_Interval,Arrival_Interval,Duration(mins)
IndiGo,Mumbai,Hyderabad,0,3342,Monday,Morning,Morning,85
Multiple carriers,Delhi,Cochin,1,8073,Saturday,Noon,Midnight,930
Jet Airways,Kolkata,Banglore,1,7064,Monday,Morning,Evening,855
Jet Airways,Delhi,Cochin,2,13376,Thursday,Afternoon,Noon,1320
Multiple carriers,Delhi,Cochin,1,15135,Wednesday,Morning,Evening,625
Air India,Kolkata,Banglore,1,10413,Friday,Noon,Evening,625
Vistara,Kolkata,Banglore,1,9187,Wednesday,Evening,Noon,865
Jet Airways,Delhi,Cochin,2,13292,Saturday,Morning,Noon,1620
IndiGo,Delhi,Cochin,1,6674,Saturday,Morning,Afternoon,515
IndiGo,Delhi,Cochin,1,8330,Thursday,Afternoon,Midnight,480
Multiple carriers,Delhi,Cochin,1,11200,Saturday,Morning,Evening,740
Jet Airways,Delhi,Cochin,1,10262,Monday,Noon,Noon,1595
Vistara,Delhi,Cochin,0,6216,Monday,Afternoon,Afternoon,190
Jet Airways,Kolkata,Banglore,1,10844,Saturday,Evening,Evening,1430
Jet Airways,Kolkata,Banglore,1,11134,Sunday,Afternoon,Evening,1515
IndiGo,Chennai,Kolkata,0,5277,Tuesday,Midnight,Midnight,140
Jet Airways,Delhi,Cochin,2,14300,Thursday,Morning,Noon,1705
Jet Airways,Banglore,New Delhi,1,17471,Wednesday,Midnight,Evening,1290
Jet Airways,Kolkata,Banglore,1,10844,Tuesday,Evening,Morning,730
SpiceJet,Banglore,New Delhi,0,5469,Friday,Before Dawn,Morning,170
Jet Airways,Delhi,Cochin,1,10262,Sunday,Afternoon,Noon,1355
SpiceJet,Delhi,Cochin,1,7185,Wednesday,Afternoon,Midnight,375
Air Asia,Kolkata,Banglore,0,3807,Tuesday,Evening,Midnight,150
Jet Airways,Delhi,Cochin,1,14714,Saturday,Afternoon,Before Dawn,655
Vistara,Kolkata,Banglore,1,8610,Monday,Morning,Evening,790
Jet Airways,Delhi,Cochin,1,17234,Wednesday,Morning,Evening,705
Multiple carriers,Delhi,Cochin,3,15629,Wednesday,Noon,Evening,565
Multiple carriers,Delhi,Cochin,2,6128,Wednesday,Morning,Evening,855
Jet Airways,Delhi,Cochin,1,16289,Saturday,Afternoon,Before Dawn,745
Jet Airways,Delhi,Cochin,2,15129,Thursday,Before Dawn,Evening,810
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Afternoon,Noon,1220
Jet Airways,Banglore,New Delhi,1,22270,Friday,Morning,Afternoon,490
Jet Airways,Kolkata,Banglore,1,11467,Wednesday,Afternoon,Morning,1005
IndiGo,Mumbai,Hyderabad,0,4392,Thursday,Evening,Evening,90
SpiceJet,Kolkata,Banglore,0,4491,Monday,Afternoon,Evening,150
Jet Airways,Kolkata,Banglore,1,9663,Saturday,Evening,Morning,730
IndiGo,Delhi,Cochin,1,5883,Thursday,Evening,Midnight,415
Air India,Delhi,Cochin,1,14777,Sunday,Evening,Morning,760
Air Asia,Kolkata,Banglore,1,5162,Tuesday,Morning,Noon,220
IndiGo,Kolkata,Banglore,0,4804,Saturday,Evening,Midnight,160
Jet Airways,Kolkata,Banglore,1,8529,Wednesday,Afternoon,Noon,1315
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Morning,Afternoon,590
SpiceJet,Kolkata,Banglore,0,3873,Tuesday,Morning,Morning,155
IndiGo,Kolkata,Banglore,0,4804,Wednesday,Morning,Noon,165
Jet Airways,Mumbai,Hyderabad,0,5678,Sunday,Before Dawn,Before Dawn,85
Jet Airways,Kolkata,Banglore,1,12681,Monday,Morning,Evening,705
Jet Airways,Banglore,New Delhi,1,9623,Friday,Before Dawn,Noon,390
Multiple carriers,Delhi,Cochin,1,15147,Sunday,Morning,Evening,725
Vistara,Kolkata,Banglore,1,9345,Friday,Morning,Midnight,975
Jet Airways,Kolkata,Banglore,1,7757,Monday,Evening,Noon,910
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Afternoon,Noon,1170
Air India,Banglore,New Delhi,2,11948,Sunday,Noon,Midnight,2105
Jet Airways,Delhi,Cochin,2,13376,Thursday,Morning,Noon,1790
Air India,Kolkata,Banglore,1,6117,Wednesday,Evening,Before Dawn,580
IndiGo,Delhi,Cochin,1,6171,Wednesday,Before Dawn,Afternoon,675
Jet Airways,Kolkata,Banglore,1,13626,Wednesday,Afternoon,Evening,345
Jet Airways,Banglore,New Delhi,1,17471,Wednesday,Evening,Evening,1305
Multiple carriers,Delhi,Cochin,1,7531,Thursday,Noon,Evening,535
Jet Airways,Delhi,Cochin,1,12373,Thursday,Afternoon,Before Dawn,805
Jet Airways,Delhi,Cochin,1,16289,Monday,Morning,Noon,330
IndiGo,Banglore,New Delhi,0,4777,Sunday,Noon,Noon,170
Jet Airways,Banglore,Delhi,0,5198,Sunday,Morning,Noon,180
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Afternoon,Midnight,570
Air India,Banglore,Delhi,0,7171,Saturday,Afternoon,Evening,165
Air India,Delhi,Cochin,2,11942,Thursday,Evening,Evening,1470
IndiGo,Banglore,Delhi,0,4423,Saturday,Noon,Noon,170
Vistara,Delhi,Cochin,0,5586,Monday,Afternoon,Afternoon,175
Jet Airways,Kolkata,Banglore,1,11134,Sunday,Afternoon,Noon,1145
Air Asia,Banglore,New Delhi,0,4284,Sunday,Before Dawn,Morning,170
Air India,Kolkata,Banglore,0,6245,Wednesday,Afternoon,Afternoon,150
SpiceJet,Banglore,New Delhi,1,10341,Friday,Noon,Evening,475
SpiceJet,Banglore,New Delhi,0,6860,Sunday,Before Dawn,Morning,170
Air India,Mumbai,Hyderabad,0,2050,Wednesday,Evening,Evening,75
Multiple carriers,Delhi,Cochin,1,5797,Monday,Afternoon,Midnight,465
IndiGo,Banglore,New Delhi,0,7648,Saturday,Morning,Noon,180
Air India,Banglore,New Delhi,0,8851,Friday,Evening,Midnight,165
Air India,Kolkata,Banglore,2,13007,Thursday,Noon,Before Dawn,1165
Jet Airways,Kolkata,Banglore,1,13067,Friday,Morning,Morning,1450
IndiGo,Banglore,New Delhi,1,4049,Monday,Afternoon,Evening,295
Jet Airways,Kolkata,Banglore,1,12692,Wednesday,Afternoon,Evening,1500
Air India,Chennai,Kolkata,0,4667,Thursday,Noon,Noon,135
Multiple carriers,Delhi,Cochin,2,8938,Sunday,Morning,Evening,850
IndiGo,Delhi,Cochin,1,10208,Thursday,Morning,Afternoon,480
Multiple carriers,Delhi,Cochin,1,7354,Monday,Noon,Evening,470
Air India,Banglore,Delhi,0,5438,Sunday,Afternoon,Evening,165
Air Asia,Kolkata,Banglore,0,4107,Friday,Midnight,Midnight,150
Jet Airways,Kolkata,Banglore,1,11134,Sunday,Evening,Noon,975
Jet Airways,Delhi,Cochin,1,10262,Saturday,Evening,Noon,940
Air India,Kolkata,Banglore,2,14083,Friday,Morning,Midnight,1100
Vistara,Kolkata,Banglore,1,9345,Sunday,Morning,Midnight,975
Jet Airways,Delhi,Cochin,1,12373,Thursday,Afternoon,Noon,1145
Multiple carriers,Delhi,Cochin,1,10196,Saturday,Afternoon,Midnight,570
IndiGo,Delhi,Cochin,1,5947,Monday,Afternoon,Evening,300
Jet Airways,Kolkata,Banglore,1,13044,Wednesday,Afternoon,Morning,1155
Jet Airways,Kolkata,Banglore,1,9663,Saturday,Before Dawn,Morning,1655
Jet Airways,Banglore,New Delhi,1,27992,Friday,Before Dawn,Evening,875
IndiGo,Kolkata,Banglore,1,7476,Sunday,Afternoon,Evening,280
Air India,Kolkata,Banglore,1,10413,Sunday,Morning,Evening,805
Multiple carriers,Delhi,Cochin,1,10261,Saturday,Noon,Evening,455
Jet Airways,Kolkata,Banglore,1,14151,Thursday,Morning,Midnight,840
Air India,Banglore,Delhi,0,5176,Saturday,Morning,Morning,165
Jet Airways,Delhi,Cochin,1,14714,Thursday,Noon,Before Dawn,1105
Jet Airways,Kolkata,Banglore,1,9314,Wednesday,Afternoon,Afternoon,1285
Jet Airways,Delhi,Cochin,1,14714,Monday,Evening,Before Dawn,395
Multiple carriers,Delhi,Cochin,1,12192,Thursday,Morning,Evening,660
SpiceJet,Mumbai,Hyderabad,0,1759,Wednesday,Midnight,Midnight,90
IndiGo,Delhi,Cochin,1,4744,Wednesday,Before Dawn,Morning,320
Jet Airways,Banglore,Delhi,0,7229,Tuesday,Evening,Midnight,180
Jet Airways,Delhi,Cochin,1,15029,Saturday,Midnight,Before Dawn,1685
IndiGo,Kolkata,Banglore,0,4462,Friday,Evening,Midnight,160
SpiceJet,Chennai,Kolkata,0,6300,Tuesday,Morning,Noon,135
Air India,Mumbai,Hyderabad,0,2575,Thursday,Evening,Evening,75
Jet Airways,Banglore,New Delhi,1,11087,Tuesday,Evening,Evening,1455
Multiple carriers,Delhi,Cochin,1,6305,Wednesday,Before Dawn,Noon,560
Vistara,Banglore,New Delhi,0,8290,Saturday,Evening,Midnight,160
Jet Airways,Banglore,Delhi,0,5769,Tuesday,Morning,Noon,180
IndiGo,Banglore,Delhi,0,4990,Friday,Evening,Midnight,180
Air Asia,Banglore,New Delhi,0,6135,Sunday,Midnight,Before Dawn,165
IndiGo,Delhi,Cochin,1,5733,Wednesday,Before Dawn,Morning,345
Multiple carriers,Delhi,Cochin,1,7670,Wednesday,Morning,Evening,900
Jet Airways,Delhi,Cochin,2,12819,Thursday,Evening,Evening,1430
IndiGo,Banglore,Delhi,0,4823,Friday,Evening,Midnight,170
IndiGo,Delhi,Cochin,1,6979,Thursday,Before Dawn,Evening,965
Air India,Kolkata,Banglore,1,10493,Sunday,Morning,Evening,545
Air India,Delhi,Cochin,2,16111,Saturday,Evening,Evening,1395
Air India,Delhi,Cochin,2,10651,Sunday,Evening,Evening,1275
IndiGo,Delhi,Cochin,1,6600,Monday,Before Dawn,Afternoon,665
Jet Airways,Delhi,Cochin,2,10919,Wednesday,Afternoon,Noon,1320
IndiGo,Kolkata,Banglore,0,5198,Thursday,Noon,Noon,165
Air India,Banglore,New Delhi,2,12778,Tuesday,Morning,Afternoon,1890
IndiGo,Mumbai,Hyderabad,0,2754,Wednesday,Evening,Evening,85
Jet Airways,Delhi,Cochin,2,15129,Thursday,Midnight,Evening,1195
IndiGo,Delhi,Cochin,1,7255,Thursday,Evening,Midnight,305
Multiple carriers,Delhi,Cochin,1,14486,Thursday,Morning,Noon,375
GoAir,Delhi,Cochin,1,6591,Sunday,Morning,Noon,355
SpiceJet,Banglore,Delhi,0,3573,Tuesday,Evening,Midnight,175
Jet Airways,Delhi,Cochin,1,10262,Saturday,Afternoon,Noon,1295
Jet Airways,Kolkata,Banglore,1,14388,Wednesday,Evening,Noon,910
Jet Airways,Delhi,Cochin,1,14714,Monday,Afternoon,Evening,1530
Jet Airways,Delhi,Cochin,2,10368,Wednesday,Evening,Noon,1025
SpiceJet,Chennai,Kolkata,0,3384,Thursday,Morning,Noon,155
Air India,Kolkata,Banglore,1,7742,Sunday,Noon,Noon,1540
IndiGo,Delhi,Cochin,1,6386,Sunday,Before Dawn,Morning,345
Jet Airways,Banglore,Delhi,0,7229,Thursday,Evening,Evening,185
Air India,Kolkata,Banglore,1,8891,Monday,Morning,Evening,545
Multiple carriers,Delhi,Cochin,1,13587,Saturday,Noon,Evening,480
IndiGo,Delhi,Cochin,1,8227,Wednesday,Morning,Noon,350
Air India,Kolkata,Banglore,2,12125,Monday,Morning,Midnight,805
SpiceJet,Kolkata,Banglore,0,3873,Saturday,Midnight,Midnight,140
Multiple carriers,Delhi,Cochin,1,13377,Wednesday,Afternoon,Midnight,570
Jet Airways,Kolkata,Banglore,1,10953,Sunday,Evening,Midnight,1630
SpiceJet,Kolkata,Banglore,0,4622,Saturday,Morning,Morning,160
Jet Airways,Kolkata,Banglore,1,14231,Sunday,Noon,Noon,1210
Jet Airways,Delhi,Cochin,1,10262,Monday,Evening,Evening,1270
IndiGo,Banglore,Delhi,0,3943,Monday,Midnight,Midnight,170
Vistara,Kolkata,Banglore,1,8610,Sunday,Evening,Evening,1440
Multiple carriers,Delhi,Cochin,1,6717,Thursday,Morning,Midnight,915
Multiple carriers,Delhi,Cochin,1,10877,Monday,Morning,Evening,630
IndiGo,Kolkata,Banglore,1,4775,Wednesday,Afternoon,Evening,290
Jet Airways,Kolkata,Banglore,1,14571,Sunday,Afternoon,Midnight,365
SpiceJet,Banglore,New Delhi,0,6205,Sunday,Morning,Noon,175
Jet Airways,Kolkata,Banglore,1,14151,Saturday,Evening,Evening,1295
Multiple carriers,Delhi,Cochin,1,6637,Wednesday,Noon,Evening,560
Air India,Banglore,New Delhi,2,12074,Sunday,Morning,Noon,1640
IndiGo,Kolkata,Banglore,0,4804,Friday,Noon,Afternoon,155
IndiGo,Kolkata,Banglore,1,7252,Monday,Evening,Before Dawn,315
IndiGo,Delhi,Cochin,1,6069,Monday,Morning,Noon,275
Jet Airways,Delhi,Cochin,1,15554,Thursday,Noon,Evening,450
IndiGo,Chennai,Kolkata,0,3850,Saturday,Afternoon,Evening,165
Air India,Delhi,Cochin,2,12940,Saturday,Evening,Evening,1470
SpiceJet,Kolkata,Banglore,1,8844,Wednesday,Noon,Evening,435
Jet Airways,Delhi,Cochin,1,15190,Wednesday,Morning,Evening,715
Jet Airways,Banglore,New Delhi,1,9134,Friday,Morning,Afternoon,490
Jet Airways,Delhi,Cochin,1,11822,Tuesday,Evening,Noon,940
Multiple carriers,Delhi,Cochin,1,15078,Thursday,Afternoon,Midnight,630
SpiceJet,Mumbai,Hyderabad,0,11005,Friday,Midnight,Midnight,85
IndiGo,Delhi,Cochin,1,7006,Thursday,Afternoon,Midnight,635
IndiGo,Banglore,New Delhi,1,4259,Saturday,Afternoon,Evening,295
Air India,Delhi,Cochin,2,11762,Saturday,Evening,Evening,1305
Jet Airways,Banglore,New Delhi,1,8147,Sunday,Morning,Morning,1445
SpiceJet,Kolkata,Banglore,0,3841,Monday,Morning,Morning,155
IndiGo,Kolkata,Banglore,0,4174,Wednesday,Afternoon,Evening,155
Jet Airways,Delhi,Cochin,1,12898,Monday,Afternoon,Before Dawn,655
SpiceJet,Delhi,Cochin,1,5583,Thursday,Afternoon,Midnight,380
Jet Airways,Delhi,Cochin,1,10262,Thursday,Noon,Evening,450
Jet Airways,Banglore,Delhi,0,7229,Monday,Morning,Morning,165
Jet Airways,Delhi,Cochin,2,15129,Tuesday,Before Dawn,Before Dawn,1375
Vistara,Banglore,Delhi,0,4668,Sunday,Evening,Midnight,170
IndiGo,Banglore,Delhi,0,4990,Thursday,Evening,Evening,175
IndiGo,Kolkata,Banglore,0,6985,Sunday,Midnight,Midnight,165
IndiGo,Banglore,Delhi,0,4823,Wednesday,Afternoon,Evening,180
Vistara,Kolkata,Banglore,1,9345,Saturday,Morning,Evening,700
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Afternoon,Afternoon,1575
Jet Airways,Delhi,Cochin,2,14657,Thursday,Morning,Noon,1620
IndiGo,Delhi,Cochin,1,6818,Monday,Before Dawn,Afternoon,665
Air India,Delhi,Cochin,2,11543,Wednesday,Before Dawn,Morning,1545
SpiceJet,Mumbai,Hyderabad,0,2175,Sunday,Midnight,Midnight,85
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Evening,Afternoon,1285
Jet Airways,Mumbai,Hyderabad,0,8040,Monday,Morning,Morning,85
Jet Airways,Kolkata,Banglore,1,14571,Thursday,Morning,Evening,740
Jet Airways,Kolkata,Banglore,1,14571,Sunday,Morning,Noon,330
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Afternoon,Noon,1235
Multiple carriers,Delhi,Cochin,1,14848,Wednesday,Noon,Evening,555
Multiple carriers,Delhi,Cochin,1,8283,Saturday,Evening,Midnight,390
Jet Airways,Banglore,Delhi,0,7229,Sunday,Afternoon,Evening,175
Multiple carriers,Delhi,Cochin,1,8405,Saturday,Noon,Midnight,830
Jet Airways,Delhi,Cochin,2,19266,Sunday,Before Dawn,Before Dawn,1365
Air India,Delhi,Cochin,1,11038,Wednesday,Afternoon,Morning,875
Jet Airways,Banglore,Delhi,0,8016,Wednesday,Evening,Evening,185
SpiceJet,Chennai,Kolkata,0,3384,Thursday,Afternoon,Evening,140
IndiGo,Delhi,Cochin,1,6573,Tuesday,Evening,Midnight,415
Jet Airways,Delhi,Cochin,2,12819,Monday,Midnight,Evening,1195
Jet Airways,Delhi,Cochin,2,15129,Tuesday,Morning,Before Dawn,1125
IndiGo,Banglore,Delhi,0,3943,Thursday,Midnight,Before Dawn,170
Jet Airways,Banglore,New Delhi,1,7832,Sunday,Midnight,Noon,805
IndiGo,Banglore,New Delhi,0,6860,Sunday,Morning,Noon,175
IndiGo,Banglore,Delhi,0,4823,Sunday,Evening,Evening,175
Air India,Banglore,Delhi,0,5228,Monday,Afternoon,Evening,165
Jet Airways,Kolkata,Banglore,1,13364,Monday,Afternoon,Evening,345
Jet Airways,Banglore,New Delhi,1,13555,Monday,Afternoon,Morning,885
IndiGo,Chennai,Kolkata,0,5277,Wednesday,Midnight,Midnight,140
Air India,Kolkata,Banglore,2,13243,Sunday,Morning,Midnight,1100
Multiple carriers,Delhi,Cochin,1,9794,Thursday,Morning,Evening,780
Jet Airways,Banglore,Delhi,0,8016,Thursday,Morning,Morning,165
Multiple carriers,Delhi,Cochin,1,13377,Saturday,Afternoon,Midnight,480
Jet Airways,Kolkata,Banglore,1,12692,Sunday,Afternoon,Midnight,1745
Air India,Kolkata,Banglore,2,10697,Thursday,Morning,Evening,610
SpiceJet,Chennai,Kolkata,0,3384,Wednesday,Morning,Noon,155
IndiGo,Delhi,Cochin,1,6734,Thursday,Morning,Midnight,940
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Evening,Morning,800
Air India,Banglore,Delhi,0,5228,Friday,Evening,Midnight,170
Air India,Kolkata,Banglore,1,8891,Friday,Morning,Noon,1545
IndiGo,Chennai,Kolkata,0,3384,Wednesday,Morning,Noon,140
Multiple carriers,Delhi,Cochin,1,17057,Sunday,Morning,Evening,780
IndiGo,Kolkata,Banglore,1,3480,Wednesday,Evening,Midnight,265
SpiceJet,Banglore,Delhi,0,4423,Friday,Morning,Noon,170
Jet Airways,Kolkata,Banglore,1,14178,Sunday,Morning,Before Dawn,1330
SpiceJet,Delhi,Cochin,1,4760,Monday,Morning,Noon,270
Jet Airways,Kolkata,Banglore,1,14151,Monday,Evening,Morning,800
Jet Airways,Kolkata,Banglore,1,12681,Monday,Evening,Afternoon,1220
Jet Airways,Delhi,Cochin,0,4886,Wednesday,Noon,Afternoon,195
Air Asia,Kolkata,Banglore,0,3807,Friday,Noon,Noon,155
IndiGo,Kolkata,Banglore,0,4804,Saturday,Before Dawn,Morning,155
IndiGo,Banglore,New Delhi,1,5694,Saturday,Morning,Noon,290
Multiple carriers,Delhi,Cochin,1,10197,Friday,Morning,Evening,600
IndiGo,Banglore,Delhi,0,4077,Saturday,Midnight,Before Dawn,170
Jet Airways,Kolkata,Banglore,1,14781,Wednesday,Morning,Evening,705
IndiGo,Kolkata,Banglore,0,5224,Thursday,Noon,Afternoon,155
IndiGo,Kolkata,Banglore,0,4804,Wednesday,Evening,Midnight,160
Jet Airways,Kolkata,Banglore,1,8586,Tuesday,Morning,Before Dawn,1330
Air India,Kolkata,Banglore,1,7662,Tuesday,Noon,Noon,1515
Jet Airways,Delhi,Cochin,1,18550,Sunday,Morning,Evening,535
Vistara,Kolkata,Banglore,1,8610,Wednesday,Afternoon,Midnight,385
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Morning,Noon,180
Air India,Kolkata,Banglore,2,12009,Thursday,Noon,Before Dawn,1165
Jet Airways,Kolkata,Banglore,1,14151,Saturday,Afternoon,Evening,1685
Air India,Delhi,Cochin,0,4729,Tuesday,Before Dawn,Morning,170
Air India,Delhi,Cochin,0,7931,Sunday,Before Dawn,Morning,170
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Noon,Noon,1505
Jet Airways,Delhi,Cochin,1,16289,Saturday,Morning,Before Dawn,1295
Jet Airways,Delhi,Cochin,2,13292,Monday,Evening,Evening,1295
Multiple carriers,Delhi,Cochin,1,7618,Monday,Morning,Evening,780
Multiple carriers,Delhi,Cochin,1,13377,Saturday,Evening,Midnight,435
Air Asia,Kolkata,Banglore,1,5192,Wednesday,Morning,Midnight,955
Multiple carriers,Delhi,Cochin,1,7268,Monday,Noon,Evening,455
Jet Airways,Kolkata,Banglore,1,12384,Friday,Evening,Morning,800
IndiGo,Banglore,New Delhi,0,5694,Friday,Before Dawn,Morning,170
Jet Airways,Banglore,New Delhi,2,16338,Monday,Morning,Afternoon,420
Multiple carriers,Delhi,Cochin,1,7198,Thursday,Noon,Midnight,750
Jet Airways,Delhi,Cochin,1,6540,Thursday,Morning,Evening,650
Jet Airways,Mumbai,Hyderabad,0,3210,Monday,Evening,Evening,90
SpiceJet,Kolkata,Banglore,0,3873,Tuesday,Morning,Morning,155
Air Asia,Banglore,Delhi,0,4483,Sunday,Noon,Noon,165
Air Asia,Delhi,Cochin,1,6752,Wednesday,Afternoon,Midnight,340
IndiGo,Banglore,Delhi,0,4823,Friday,Morning,Noon,175
Air India,Kolkata,Banglore,1,10203,Monday,Evening,Morning,745
SpiceJet,Kolkata,Banglore,0,3873,Saturday,Midnight,Midnight,140
SpiceJet,Mumbai,Hyderabad,0,2017,Wednesday,Noon,Afternoon,80
Jet Airways,Kolkata,Banglore,1,8586,Thursday,Morning,Before Dawn,1215
Jet Airways,Banglore,New Delhi,1,31825,Friday,Midnight,Noon,695
Air India,Kolkata,Banglore,2,16057,Wednesday,Noon,Noon,1665
Jet Airways,Delhi,Cochin,1,10262,Thursday,Before Dawn,Before Dawn,1570
IndiGo,Delhi,Cochin,1,6593,Saturday,Evening,Midnight,305
SpiceJet,Banglore,Delhi,0,3971,Monday,Evening,Midnight,175
Jet Airways,Delhi,Cochin,1,16289,Saturday,Evening,Evening,1415
Jet Airways,Kolkata,Banglore,1,9314,Wednesday,Morning,Morning,1450
Jet Airways,Banglore,Delhi,0,4030,Tuesday,Afternoon,Evening,180
Multiple carriers,Delhi,Cochin,1,13587,Wednesday,Afternoon,Evening,420
Jet Airways,Kolkata,Banglore,1,9314,Wednesday,Evening,Evening,1295
Air Asia,Delhi,Cochin,1,6253,Saturday,Evening,Morning,625
Air Asia,Kolkata,Banglore,1,5192,Monday,Morning,Midnight,955
Air India,Kolkata,Banglore,2,16372,Wednesday,Morning,Noon,1700
Vistara,Banglore,Delhi,0,5403,Wednesday,Noon,Afternoon,170
Multiple carriers,Delhi,Cochin,1,11200,Wednesday,Noon,Evening,440
IndiGo,Chennai,Kolkata,0,3858,Wednesday,Noon,Afternoon,145
IndiGo,Kolkata,Banglore,0,4174,Saturday,Afternoon,Evening,155
Air India,Delhi,Cochin,0,5411,Saturday,Evening,Evening,185
IndiGo,Mumbai,Hyderabad,0,3175,Wednesday,Afternoon,Evening,90
IndiGo,Chennai,Kolkata,0,3858,Friday,Afternoon,Afternoon,140
Jet Airways,Kolkata,Banglore,1,13941,Wednesday,Evening,Before Dawn,520
Air India,Delhi,Cochin,2,12182,Saturday,Noon,Evening,1800
IndiGo,Banglore,Delhi,0,4990,Friday,Afternoon,Evening,180
Jet Airways,Kolkata,Banglore,1,10539,Sunday,Evening,Midnight,1540
IndiGo,Banglore,New Delhi,0,6860,Saturday,Noon,Noon,175
Vistara,Delhi,Cochin,0,8001,Wednesday,Afternoon,Afternoon,175
Jet Airways,Delhi,Cochin,1,10262,Thursday,Midnight,Evening,1210
Vistara,Kolkata,Banglore,1,8085,Monday,Afternoon,Midnight,385
IndiGo,Banglore,Delhi,0,3419,Thursday,Midnight,Before Dawn,170
Air India,Kolkata,Banglore,2,15164,Wednesday,Noon,Noon,1665
IndiGo,Kolkata,Banglore,0,6565,Sunday,Afternoon,Evening,165
Jet Airways,Delhi,Cochin,2,9254,Wednesday,Before Dawn,Evening,805
Air Asia,Kolkata,Banglore,1,6857,Thursday,Morning,Noon,220
Air India,Kolkata,Banglore,2,12140,Sunday,Morning,Midnight,1100
SpiceJet,Kolkata,Banglore,0,3841,Thursday,Morning,Noon,145
Jet Airways,Kolkata,Banglore,1,14781,Monday,Morning,Evening,685
Air India,Delhi,Cochin,1,8372,Saturday,Noon,Morning,1300
Air India,Kolkata,Banglore,3,8607,Monday,Afternoon,Midnight,1830
Multiple carriers,Delhi,Cochin,1,13587,Monday,Noon,Evening,660
Jet Airways,Delhi,Cochin,1,15554,Saturday,Evening,Before Dawn,450
Jet Airways,Kolkata,Banglore,1,10844,Tuesday,Evening,Evening,1360
IndiGo,Mumbai,Hyderabad,0,4392,Friday,Noon,Noon,90
Air India,Banglore,Delhi,0,6961,Monday,Afternoon,Evening,165
Air India,Delhi,Cochin,1,8907,Saturday,Morning,Midnight,795
IndiGo,Delhi,Cochin,1,6442,Saturday,Morning,Midnight,835
Jet Airways,Kolkata,Banglore,1,8586,Wednesday,Afternoon,Midnight,570
Air India,Delhi,Cochin,2,13486,Wednesday,Noon,Evening,1820
Air India,Mumbai,Hyderabad,0,3100,Thursday,Evening,Evening,75
Jet Airways,Delhi,Cochin,2,15812,Wednesday,Afternoon,Before Dawn,2070
Air India,Delhi,Cochin,0,5201,Wednesday,Evening,Evening,185
IndiGo,Delhi,Cochin,2,9413,Sunday,Morning,Evening,825
Air India,Delhi,Cochin,2,13591,Thursday,Evening,Evening,1380
Jet Airways,Mumbai,Hyderabad,0,5678,Saturday,Before Dawn,Before Dawn,85
Air India,Banglore,New Delhi,1,6781,Sunday,Morning,Midnight,895
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Evening,Noon,1005
Jet Airways,Delhi,Cochin,1,14053,Saturday,Afternoon,Evening,1610
Jet Airways,Kolkata,Banglore,1,10703,Thursday,Evening,Morning,800
Multiple carriers,Delhi,Cochin,1,13727,Wednesday,Afternoon,Midnight,480
Multiple carriers,Delhi,Cochin,1,7408,Monday,Noon,Evening,480
Jet Airways,Banglore,New Delhi,1,20800,Friday,Afternoon,Noon,1280
Air India,Delhi,Cochin,2,11911,Monday,Noon,Morning,1100
Vistara,Banglore,Delhi,0,5403,Wednesday,Morning,Morning,160
Jet Airways,Kolkata,Banglore,1,13469,Thursday,Morning,Evening,575
Jet Airways,Delhi,Cochin,2,11270,Thursday,Evening,Noon,910
Air Asia,Delhi,Cochin,1,6152,Monday,Evening,Morning,590
Jet Airways,Delhi,Cochin,1,12452,Wednesday,Morning,Before Dawn,1225
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Afternoon,Afternoon,1430
IndiGo,Delhi,Cochin,1,8216,Saturday,Noon,Midnight,635
Jet Airways,Kolkata,Banglore,1,13626,Wednesday,Morning,Evening,800
Multiple carriers,Delhi,Cochin,2,7084,Wednesday,Morning,Evening,855
Multiple carriers,Delhi,Cochin,1,7575,Thursday,Before Dawn,Evening,860
Air India,Banglore,New Delhi,1,6781,Sunday,Morning,Morning,1475
Jet Airways,Banglore,Delhi,0,6478,Thursday,Morning,Noon,180
SpiceJet,Mumbai,Hyderabad,0,2385,Friday,Before Dawn,Morning,80
Multiple carriers,Delhi,Cochin,1,9385,Saturday,Noon,Evening,480
GoAir,Banglore,Delhi,0,5048,Thursday,Morning,Noon,175
IndiGo,Delhi,Cochin,1,5058,Wednesday,Evening,Midnight,305
Multiple carriers Premium economy,Delhi,Cochin,1,11269,Thursday,Morning,Noon,440
Multiple carriers,Delhi,Cochin,1,7363,Tuesday,Evening,Midnight,390
Air India,Delhi,Cochin,2,11762,Saturday,Evening,Evening,1305
Jet Airways,Delhi,Cochin,1,15764,Wednesday,Afternoon,Before Dawn,800
Jet Airways,Delhi,Cochin,1,10262,Wednesday,Noon,Before Dawn,1105
